COUNTRY_CODE,COUNTRY_AREA_TERRITORY,ISO_WEEKSTARTDATE,ISO_YEAR,ISO_WEEK,ORIGIN_SOURCE,SPEC_PROCESSED_NB,INF_A,INF_B,INF_ALL,INF_NEGATIVE
MEX,Mexico,2015-08-24,2015,35,NOTDEFINED,152.0,6.0,0.0,6.0,146.0
MEX,Mexico,2015-08-31,2015,36,NOTDEFINED,171.0,8.0,0.0,8.0,160.0
MEX,Mexico,2015-09-07,2015,37,NOTDEFINED,172.0,5.0,0.0,5.0,164.0
MEX,Mexico,2015-09-14,2015,38,NOTDEFINED,199.0,4.0,0.0,4.0,195.0
MEX,Mexico,2015-09-21,2015,39,NOTDEFINED,247.0,15.0,2.0,17.0,229.0
MEX,Mexico,2015-09-28,2015,40,NOTDEFINED,213.0,5.0,0.0,5.0,208.0
MEX,Mexico,2015-10-05,2015,41,NOTDEFINED,311.0,13.0,0.0,13.0,296.0
MEX,Mexico,2015-10-12,2015,42,NOTDEFINED,292.0,7.0,0.0,7.0,283.0
MEX,Mexico,2015-10-19,2015,43,NOTDEFINED,325.0,13.0,0.0,13.0,310.0
MEX,Mexico,2015-10-26,2015,44,NOTDEFINED,343.0,10.0,0.0,10.0,328.0
MEX,Mexico,2015-11-02,2015,45,NOTDEFINED,340.0,16.0,0.0,16.0,314.0
MEX,Mexico,2015-11-09,2015,46,NOTDEFINED,335.0,10.0,0.0,10.0,322.0
MEX,Mexico,2015-11-16,2015,47,NOTDEFINED,370.0,16.0,0.0,16.0,354.0
MEX,Mexico,2015-11-23,2015,48,NOTDEFINED,422.0,14.0,1.0,15.0,403.0
MEX,Mexico,2015-11-30,2015,49,NOTDEFINED,402.0,16.0,1.0,17.0,382.0
MEX,Mexico,2015-12-07,2015,50,NOTDEFINED,435.0,33.0,3.0,36.0,396.0
MEX,Mexico,2015-12-14,2015,51,NOTDEFINED,391.0,29.0,3.0,32.0,359.0
MEX,Mexico,2015-12-21,2015,52,NOTDEFINED,224.0,28.0,2.0,30.0,194.0
MEX,Mexico,2015-12-28,2015,53,NOTDEFINED,59.0,9.0,0.0,9.0,50.0
MEX,Mexico,2016-01-04,2016,1,NOTDEFINED,469.0,95.0,7.0,102.0,365.0
MEX,Mexico,2016-01-11,2016,2,NOTDEFINED,550.0,119.0,17.0,136.0,408.0
MEX,Mexico,2016-01-18,2016,3,NOTDEFINED,687.0,185.0,28.0,213.0,473.0
MEX,Mexico,2016-01-25,2016,4,NOTDEFINED,842.0,291.0,33.0,324.0,518.0
MEX,Mexico,2016-02-01,2016,5,NOTDEFINED,882.0,335.0,52.0,387.0,494.0
MEX,Mexico,2016-02-08,2016,6,NOTDEFINED,1243.0,510.0,73.0,583.0,658.0
MEX,Mexico,2016-02-15,2016,7,NOTDEFINED,1683.0,827.0,129.0,956.0,727.0
MEX,Mexico,2016-02-22,2016,8,NOTDEFINED,3098.0,1522.0,351.0,1873.0,1225.0
MEX,Mexico,2016-02-29,2016,9,NOTDEFINED,2548.0,1093.0,373.0,1466.0,1080.0
MEX,Mexico,2016-03-07,2016,10,NOTDEFINED,1924.0,805.0,226.0,1031.0,893.0
MEX,Mexico,2016-03-14,2016,11,NOTDEFINED,1511.0,530.0,213.0,743.0,767.0
MEX,Mexico,2016-03-21,2016,12,NOTDEFINED,745.0,221.0,100.0,321.0,424.0
MEX,Mexico,2016-03-28,2016,13,NOTDEFINED,811.0,202.0,100.0,302.0,509.0
MEX,Mexico,2016-04-04,2016,14,NOTDEFINED,527.0,113.0,67.0,180.0,347.0
MEX,Mexico,2016-04-11,2016,15,NOTDEFINED,358.0,57.0,51.0,108.0,250.0
MEX,Mexico,2016-04-18,2016,16,NOTDEFINED,361.0,51.0,53.0,104.0,257.0
MEX,Mexico,2016-04-25,2016,17,NOTDEFINED,286.0,18.0,29.0,47.0,239.0
MEX,Mexico,2016-05-02,2016,18,NOTDEFINED,209.0,18.0,12.0,30.0,179.0
MEX,Mexico,2016-05-09,2016,19,NOTDEFINED,204.0,5.0,11.0,16.0,188.0
MEX,Mexico,2016-05-16,2016,20,NOTDEFINED,187.0,11.0,15.0,26.0,161.0
MEX,Mexico,2016-05-23,2016,21,NOTDEFINED,163.0,9.0,6.0,15.0,147.0
MEX,Mexico,2016-05-30,2016,22,NOTDEFINED,158.0,4.0,6.0,10.0,147.0
MEX,Mexico,2016-06-06,2016,23,NOTDEFINED,147.0,1.0,3.0,4.0,143.0
MEX,Mexico,2016-06-13,2016,24,NOTDEFINED,174.0,3.0,10.0,13.0,161.0
MEX,Mexico,2016-06-20,2016,25,NOTDEFINED,108.0,1.0,5.0,6.0,102.0
MEX,Mexico,2016-06-27,2016,26,NOTDEFINED,208.0,2.0,2.0,4.0,204.0
MEX,Mexico,2016-07-04,2016,27,NOTDEFINED,233.0,2.0,4.0,6.0,227.0
MEX,Mexico,2016-07-11,2016,28,NOTDEFINED,177.0,1.0,3.0,4.0,173.0
MEX,Mexico,2016-07-18,2016,29,NOTDEFINED,117.0,4.0,6.0,10.0,105.0
MEX,Mexico,2016-07-25,2016,30,NOTDEFINED,106.0,5.0,4.0,9.0,97.0
MEX,Mexico,2016-08-01,2016,31,NOTDEFINED,87.0,4.0,2.0,6.0,81.0
MEX,Mexico,2016-08-08,2016,32,NOTDEFINED,109.0,9.0,3.0,12.0,97.0
MEX,Mexico,2016-08-15,2016,33,NOTDEFINED,123.0,1.0,6.0,7.0,116.0
MEX,Mexico,2016-08-22,2016,34,NOTDEFINED,95.0,2.0,3.0,5.0,90.0
MEX,Mexico,2016-08-29,2016,35,NOTDEFINED,110.0,2.0,0.0,2.0,108.0
MEX,Mexico,2016-09-05,2016,36,NOTDEFINED,119.0,3.0,2.0,5.0,114.0
MEX,Mexico,2016-09-12,2016,37,NOTDEFINED,155.0,5.0,1.0,6.0,149.0
MEX,Mexico,2016-09-19,2016,38,NOTDEFINED,177.0,9.0,3.0,12.0,164.0
MEX,Mexico,2016-09-26,2016,39,NOTDEFINED,185.0,12.0,2.0,14.0,171.0
MEX,Mexico,2016-10-03,2016,40,NOTDEFINED,137.0,2.0,5.0,7.0,130.0
MEX,Mexico,2016-10-10,2016,41,NOTDEFINED,188.0,1.0,2.0,3.0,185.0
MEX,Mexico,2016-10-17,2016,42,NOTDEFINED,181.0,2.0,3.0,5.0,176.0
MEX,Mexico,2016-10-24,2016,43,NOTDEFINED,189.0,4.0,4.0,8.0,181.0
MEX,Mexico,2016-10-31,2016,44,NOTDEFINED,364.0,6.0,6.0,12.0,351.0
MEX,Mexico,2016-11-07,2016,45,NOTDEFINED,343.0,4.0,8.0,12.0,331.0
MEX,Mexico,2016-11-14,2016,46,NOTDEFINED,334.0,13.0,5.0,18.0,312.0
MEX,Mexico,2016-11-21,2016,47,NOTDEFINED,388.0,7.0,4.0,11.0,373.0
MEX,Mexico,2016-11-28,2016,48,NOTDEFINED,422.0,5.0,13.0,18.0,399.0
MEX,Mexico,2016-12-05,2016,49,NOTDEFINED,497.0,13.0,10.0,23.0,470.0
MEX,Mexico,2016-12-12,2016,50,NOTDEFINED,571.0,11.0,11.0,22.0,548.0
MEX,Mexico,2016-12-19,2016,51,NOTDEFINED,571.0,40.0,11.0,51.0,515.0
MEX,Mexico,2016-12-26,2016,52,NOTDEFINED,573.0,97.0,14.0,111.0,461.0
MEX,Mexico,2017-01-02,2017,1,NOTDEFINED,560.0,110.0,28.0,138.0,411.0
MEX,Mexico,2017-01-09,2017,2,NOTDEFINED,458.0,94.0,29.0,123.0,326.0
MEX,Mexico,2017-01-16,2017,3,NOTDEFINED,547.0,133.0,26.0,159.0,380.0
MEX,Mexico,2017-01-23,2017,4,NOTDEFINED,711.0,192.0,39.0,231.0,478.0
MEX,Mexico,2017-01-30,2017,5,NOTDEFINED,862.0,259.0,40.0,299.0,556.0
MEX,Mexico,2017-02-06,2017,6,NOTDEFINED,843.0,268.0,47.0,315.0,517.0
MEX,Mexico,2017-02-13,2017,7,NOTDEFINED,889.0,310.0,75.0,385.0,501.0
MEX,Mexico,2017-02-20,2017,8,NOTDEFINED,1020.0,405.0,90.0,495.0,515.0
MEX,Mexico,2017-02-27,2017,9,NOTDEFINED,1377.0,553.0,122.0,675.0,699.0
MEX,Mexico,2017-03-06,2017,10,NOTDEFINED,1347.0,484.0,133.0,617.0,728.0
MEX,Mexico,2017-03-13,2017,11,NOTDEFINED,1124.0,348.0,145.0,493.0,627.0
MEX,Mexico,2017-03-20,2017,12,NOTDEFINED,853.0,228.0,91.0,319.0,533.0
MEX,Mexico,2017-03-27,2017,13,NOTDEFINED,801.0,200.0,101.0,301.0,496.0
MEX,Mexico,2017-04-03,2017,14,NOTDEFINED,533.0,108.0,64.0,172.0,360.0
MEX,Mexico,2017-04-10,2017,15,NOTDEFINED,379.0,75.0,49.0,124.0,254.0
MEX,Mexico,2017-04-17,2017,16,NOTDEFINED,395.0,66.0,37.0,103.0,292.0
MEX,Mexico,2017-04-24,2017,17,NOTDEFINED,405.0,47.0,42.0,89.0,314.0
MEX,Mexico,2017-05-01,2017,18,NOTDEFINED,276.0,32.0,29.0,61.0,212.0
MEX,Mexico,2017-05-08,2017,19,NOTDEFINED,287.0,22.0,15.0,37.0,248.0
MEX,Mexico,2017-05-15,2017,20,NOTDEFINED,283.0,35.0,7.0,42.0,239.0
MEX,Mexico,2017-05-22,2017,21,NOTDEFINED,237.0,15.0,7.0,22.0,210.0
MEX,Mexico,2017-05-29,2017,22,NOTDEFINED,172.0,10.0,11.0,21.0,150.0
MEX,Mexico,2017-06-05,2017,23,NOTDEFINED,167.0,15.0,9.0,24.0,139.0
MEX,Mexico,2017-06-12,2017,24,NOTDEFINED,186.0,17.0,6.0,23.0,162.0
MEX,Mexico,2017-06-19,2017,25,NOTDEFINED,183.0,24.0,2.0,26.0,150.0
MEX,Mexico,2017-06-26,2017,26,NOTDEFINED,170.0,31.0,3.0,34.0,134.0
MEX,Mexico,2017-07-03,2017,27,NOTDEFINED,199.0,33.0,1.0,34.0,162.0
MEX,Mexico,2017-07-10,2017,28,NOTDEFINED,143.0,15.0,3.0,18.0,124.0
MEX,Mexico,2017-07-17,2017,29,NOTDEFINED,174.0,24.0,2.0,26.0,144.0
MEX,Mexico,2017-07-24,2017,30,NOTDEFINED,157.0,13.0,0.0,13.0,140.0
MEX,Mexico,2017-07-31,2017,31,NOTDEFINED,163.0,14.0,2.0,16.0,146.0
MEX,Mexico,2017-08-07,2017,32,NOTDEFINED,260.0,26.0,8.0,34.0,221.0
MEX,Mexico,2017-08-14,2017,33,NOTDEFINED,183.0,16.0,1.0,17.0,164.0
MEX,Mexico,2017-08-21,2017,34,NOTDEFINED,225.0,7.0,0.0,7.0,217.0
MEX,Mexico,2017-08-28,2017,35,NOTDEFINED,240.0,13.0,2.0,15.0,222.0
MEX,Mexico,2017-09-04,2017,36,NOTDEFINED,297.0,10.0,2.0,12.0,281.0
MEX,Mexico,2017-09-11,2017,37,NOTDEFINED,329.0,7.0,3.0,10.0,319.0
MEX,Mexico,2017-09-18,2017,38,NOTDEFINED,302.0,9.0,2.0,11.0,289.0
MEX,Mexico,2017-09-25,2017,39,NOTDEFINED,365.0,10.0,2.0,12.0,347.0
MEX,Mexico,2017-10-02,2017,40,NOTDEFINED,382.0,9.0,3.0,12.0,363.0
MEX,Mexico,2017-10-09,2017,41,NOTDEFINED,447.0,17.0,1.0,18.0,423.0
MEX,Mexico,2017-10-16,2017,42,NOTDEFINED,420.0,12.0,3.0,15.0,396.0
MEX,Mexico,2017-10-23,2017,43,NOTDEFINED,644.0,22.0,12.0,34.0,596.0
MEX,Mexico,2017-10-30,2017,44,NOTDEFINED,694.0,25.0,9.0,34.0,642.0
MEX,Mexico,2017-11-06,2017,45,NOTDEFINED,361.0,13.0,5.0,18.0,338.0
MEX,Mexico,2017-11-13,2017,46,NOTDEFINED,345.0,14.0,7.0,21.0,320.0
MEX,Mexico,2017-11-20,2017,47,NOTDEFINED,378.0,25.0,2.0,27.0,340.0
MEX,Mexico,2017-11-27,2017,48,NOTDEFINED,398.0,29.0,12.0,41.0,340.0
MEX,Mexico,2017-12-04,2017,49,NOTDEFINED,485.0,71.0,12.0,83.0,392.0
MEX,Mexico,2017-12-11,2017,50,NOTDEFINED,549.0,93.0,25.0,118.0,426.0
MEX,Mexico,2017-12-18,2017,51,NOTDEFINED,574.0,160.0,29.0,189.0,382.0
MEX,Mexico,2017-12-25,2017,52,NOTDEFINED,457.0,165.0,18.0,183.0,274.0
MEX,Mexico,2018-01-01,2018,1,NOTDEFINED,589.0,183.0,24.0,207.0,367.0
MEX,Mexico,2018-01-08,2018,2,NOTDEFINED,770.0,262.0,30.0,292.0,467.0
MEX,Mexico,2018-01-15,2018,3,NOTDEFINED,918.0,304.0,39.0,343.0,562.0
MEX,Mexico,2018-01-22,2018,4,NOTDEFINED,882.0,314.0,52.0,366.0,500.0
MEX,Mexico,2018-01-29,2018,5,NOTDEFINED,711.0,207.0,46.0,253.0,448.0
MEX,Mexico,2018-02-05,2018,6,NOTDEFINED,784.0,187.0,69.0,256.0,512.0
MEX,Mexico,2018-02-12,2018,7,NOTDEFINED,666.0,133.0,72.0,205.0,446.0
MEX,Mexico,2018-02-19,2018,8,NOTDEFINED,661.0,117.0,87.0,204.0,440.0
MEX,Mexico,2018-02-26,2018,9,NOTDEFINED,613.0,68.0,51.0,119.0,476.0
MEX,Mexico,2018-03-05,2018,10,NOTDEFINED,595.0,62.0,56.0,118.0,465.0
MEX,Mexico,2018-03-12,2018,11,NOTDEFINED,493.0,36.0,46.0,82.0,402.0
MEX,Mexico,2018-03-19,2018,12,NOTDEFINED,453.0,30.0,33.0,63.0,380.0
MEX,Mexico,2018-03-26,2018,13,NOTDEFINED,338.0,18.0,20.0,38.0,297.0
MEX,Mexico,2018-04-02,2018,14,NOTDEFINED,352.0,12.0,21.0,33.0,313.0
MEX,Mexico,2018-04-09,2018,15,NOTDEFINED,324.0,22.0,20.0,42.0,277.0
MEX,Mexico,2018-04-16,2018,16,NOTDEFINED,317.0,7.0,16.0,23.0,289.0
MEX,Mexico,2018-04-23,2018,17,NOTDEFINED,278.0,12.0,14.0,26.0,246.0
MEX,Mexico,2018-04-30,2018,18,NOTDEFINED,276.0,10.0,13.0,23.0,249.0
MEX,Mexico,2018-05-07,2018,19,NOTDEFINED,270.0,5.0,11.0,16.0,240.0
MEX,Mexico,2018-05-14,2018,20,NOTDEFINED,273.0,19.0,8.0,27.0,237.0
MEX,Mexico,2018-05-21,2018,21,NOTDEFINED,250.0,7.0,9.0,16.0,226.0
MEX,Mexico,2018-05-28,2018,22,NOTDEFINED,265.0,15.0,7.0,22.0,231.0
MEX,Mexico,2018-06-04,2018,23,NOTDEFINED,257.0,13.0,12.0,25.0,221.0
MEX,Mexico,2018-06-11,2018,24,NOTDEFINED,227.0,20.0,4.0,24.0,199.0
MEX,Mexico,2018-06-18,2018,25,NOTDEFINED,238.0,30.0,5.0,35.0,197.0
MEX,Mexico,2018-06-25,2018,26,NOTDEFINED,265.0,52.0,9.0,61.0,200.0
MEX,Mexico,2018-07-02,2018,27,NOTDEFINED,352.0,115.0,9.0,124.0,223.0
MEX,Mexico,2018-07-09,2018,28,NOTDEFINED,440.0,141.0,10.0,151.0,285.0
MEX,Mexico,2018-07-16,2018,29,NOTDEFINED,365.0,104.0,14.0,118.0,241.0
MEX,Mexico,2018-07-23,2018,30,NOTDEFINED,307.0,59.0,11.0,70.0,225.0
MEX,Mexico,2018-07-30,2018,31,NOTDEFINED,244.0,35.0,8.0,43.0,196.0
MEX,Mexico,2018-08-06,2018,32,NOTDEFINED,250.0,23.0,9.0,32.0,214.0
MEX,Mexico,2018-08-13,2018,33,NOTDEFINED,208.0,23.0,11.0,34.0,167.0
MEX,Mexico,2018-08-20,2018,34,NOTDEFINED,206.0,18.0,4.0,22.0,181.0
MEX,Mexico,2018-08-27,2018,35,NOTDEFINED,218.0,20.0,3.0,23.0,194.0
MEX,Mexico,2018-09-03,2018,36,NOTDEFINED,309.0,38.0,12.0,50.0,253.0
MEX,Mexico,2018-09-10,2018,37,NOTDEFINED,311.0,21.0,13.0,34.0,269.0
MEX,Mexico,2018-09-17,2018,38,NOTDEFINED,364.0,38.0,7.0,45.0,306.0
MEX,Mexico,2018-09-24,2018,39,NOTDEFINED,348.0,55.0,11.0,66.0,278.0
MEX,Mexico,2018-10-01,2018,40,NOTDEFINED,451.0,47.0,8.0,55.0,386.0
MEX,Mexico,2018-10-08,2018,41,NOTDEFINED,491.0,76.0,13.0,89.0,391.0
MEX,Mexico,2018-10-15,2018,42,NOTDEFINED,514.0,76.0,20.0,96.0,394.0
MEX,Mexico,2018-10-22,2018,43,NOTDEFINED,583.0,103.0,24.0,127.0,437.0
MEX,Mexico,2018-10-29,2018,44,NOTDEFINED,662.0,118.0,16.0,134.0,502.0
MEX,Mexico,2018-11-05,2018,45,NOTDEFINED,712.0,112.0,17.0,129.0,549.0
MEX,Mexico,2018-11-12,2018,46,NOTDEFINED,642.0,111.0,13.0,124.0,488.0
MEX,Mexico,2018-11-19,2018,47,NOTDEFINED,824.0,160.0,17.0,177.0,616.0
MEX,Mexico,2018-11-26,2018,48,NOTDEFINED,919.0,205.0,23.0,228.0,674.0
MEX,Mexico,2018-12-03,2018,49,NOTDEFINED,941.0,230.0,17.0,247.0,671.0
MEX,Mexico,2018-12-10,2018,50,NOTDEFINED,988.0,239.0,11.0,250.0,729.0
MEX,Mexico,2018-12-17,2018,51,NOTDEFINED,687.0,197.0,14.0,211.0,473.0
MEX,Mexico,2018-12-24,2018,52,NOTDEFINED,213.0,69.0,0.0,69.0,141.0
MEX,Mexico,2018-12-31,2019,1,NOTDEFINED,1195.0,375.0,19.0,394.0,775.0
MEX,Mexico,2019-01-07,2019,2,NOTDEFINED,1510.0,448.0,28.0,476.0,1008.0
MEX,Mexico,2019-01-14,2019,3,NOTDEFINED,1490.0,414.0,34.0,448.0,1014.0
MEX,Mexico,2019-01-21,2019,4,NOTDEFINED,1487.0,404.0,54.0,458.0,1003.0
MEX,Mexico,2019-01-28,2019,5,NOTDEFINED,1252.0,362.0,61.0,423.0,803.0
MEX,Mexico,2019-02-04,2019,6,NOTDEFINED,1264.0,335.0,58.0,393.0,840.0
MEX,Mexico,2019-02-11,2019,7,NOTDEFINED,1177.0,278.0,66.0,344.0,804.0
MEX,Mexico,2019-02-18,2019,8,NOTDEFINED,1074.0,250.0,108.0,358.0,682.0
MEX,Mexico,2019-02-25,2019,9,NOTDEFINED,1005.0,196.0,88.0,284.0,695.0
MEX,Mexico,2019-03-04,2019,10,NOTDEFINED,868.0,182.0,88.0,270.0,579.0
MEX,Mexico,2019-03-11,2019,11,NOTDEFINED,789.0,189.0,81.0,270.0,501.0
MEX,Mexico,2019-03-18,2019,12,NOTDEFINED,754.0,103.0,81.0,184.0,543.0
MEX,Mexico,2019-03-25,2019,13,NOTDEFINED,717.0,118.0,72.0,190.0,508.0
MEX,Mexico,2019-04-01,2019,14,NOTDEFINED,668.0,131.0,66.0,197.0,452.0
MEX,Mexico,2019-04-08,2019,15,NOTDEFINED,569.0,90.0,55.0,145.0,413.0
MEX,Mexico,2019-04-15,2019,16,NOTDEFINED,374.0,47.0,34.0,81.0,284.0
MEX,Mexico,2019-04-22,2019,17,NOTDEFINED,385.0,52.0,27.0,79.0,300.0
MEX,Mexico,2019-04-29,2019,18,NOTDEFINED,311.0,29.0,24.0,53.0,248.0
MEX,Mexico,2019-05-06,2019,19,NOTDEFINED,310.0,30.0,14.0,44.0,252.0
MEX,Mexico,2019-05-13,2019,20,NOTDEFINED,280.0,26.0,20.0,46.0,222.0
MEX,Mexico,2019-05-20,2019,21,NOTDEFINED,337.0,42.0,25.0,67.0,261.0
MEX,Mexico,2019-05-27,2019,22,NOTDEFINED,282.0,26.0,11.0,37.0,238.0
MEX,Mexico,2019-06-03,2019,23,NOTDEFINED,263.0,24.0,15.0,39.0,213.0
MEX,Mexico,2019-06-10,2019,24,NOTDEFINED,284.0,22.0,14.0,36.0,241.0
MEX,Mexico,2019-06-17,2019,25,NOTDEFINED,236.0,26.0,5.0,31.0,197.0
MEX,Mexico,2019-06-24,2019,26,NOTDEFINED,237.0,29.0,7.0,36.0,194.0
MEX,Mexico,2019-07-01,2019,27,NOTDEFINED,277.0,27.0,2.0,29.0,242.0
MEX,Mexico,2019-07-08,2019,28,NOTDEFINED,239.0,18.0,0.0,18.0,209.0
MEX,Mexico,2019-07-15,2019,29,NOTDEFINED,209.0,17.0,0.0,17.0,187.0
MEX,Mexico,2019-07-22,2019,30,NOTDEFINED,181.0,10.0,2.0,12.0,163.0
MEX,Mexico,2019-07-29,2019,31,NOTDEFINED,183.0,8.0,1.0,9.0,170.0
MEX,Mexico,2019-08-05,2019,32,NOTDEFINED,246.0,13.0,1.0,14.0,224.0
MEX,Mexico,2019-08-12,2019,33,NOTDEFINED,203.0,11.0,1.0,12.0,188.0
MEX,Mexico,2019-08-19,2019,34,NOTDEFINED,211.0,14.0,4.0,18.0,186.0
MEX,Mexico,2019-08-26,2019,35,NOTDEFINED,242.0,13.0,0.0,13.0,226.0
MEX,Mexico,2019-09-02,2019,36,NOTDEFINED,277.0,12.0,6.0,18.0,242.0
MEX,Mexico,2019-09-09,2019,37,NOTDEFINED,263.0,12.0,0.0,12.0,238.0
MEX,Mexico,2019-09-16,2019,38,NOTDEFINED,343.0,15.0,4.0,19.0,310.0
MEX,Mexico,2019-09-23,2019,39,NOTDEFINED,327.0,28.0,4.0,32.0,282.0
MEX,Mexico,2019-09-30,2019,40,NOTDEFINED,456.0,40.0,4.0,44.0,392.0
MEX,Mexico,2019-10-07,2019,41,NOTDEFINED,478.0,59.0,4.0,63.0,391.0
MEX,Mexico,2019-10-14,2019,42,NOTDEFINED,504.0,63.0,7.0,70.0,417.0
MEX,Mexico,2019-10-21,2019,43,NOTDEFINED,558.0,53.0,3.0,56.0,481.0
MEX,Mexico,2019-10-28,2019,44,NOTDEFINED,573.0,57.0,6.0,63.0,480.0
MEX,Mexico,2019-11-04,2019,45,NOTDEFINED,666.0,65.0,9.0,74.0,560.0
MEX,Mexico,2019-11-11,2019,46,NOTDEFINED,565.0,55.0,6.0,61.0,480.0
MEX,Mexico,2019-11-18,2019,47,NOTDEFINED,631.0,61.0,16.0,77.0,525.0
MEX,Mexico,2019-11-25,2019,48,NOTDEFINED,648.0,79.0,13.0,92.0,529.0
MEX,Mexico,2019-12-02,2019,49,NOTDEFINED,667.0,108.0,19.0,127.0,514.0
MEX,Mexico,2019-12-09,2019,50,NOTDEFINED,710.0,154.0,14.0,168.0,512.0
MEX,Mexico,2019-12-16,2019,51,NOTDEFINED,654.0,213.0,17.0,230.0,401.0
MEX,Mexico,2019-12-23,2019,52,NOTDEFINED,612.0,218.0,14.0,232.0,360.0
MEX,Mexico,2019-12-30,2020,1,NONSENTINEL,0.0,,,,0.0
MEX,Mexico,2019-12-30,2020,1,SENTINEL,652.0,210.0,36.0,246.0,406.0
MEX,Mexico,2020-01-06,2020,2,NONSENTINEL,0.0,,,,0.0
MEX,Mexico,2020-01-06,2020,2,SENTINEL,910.0,300.0,60.0,360.0,550.0
MEX,Mexico,2020-01-13,2020,3,NONSENTINEL,0.0,,,,0.0
MEX,Mexico,2020-01-13,2020,3,SENTINEL,1081.0,407.0,86.0,493.0,588.0
MEX,Mexico,2020-01-20,2020,4,NONSENTINEL,0.0,,,,0.0
MEX,Mexico,2020-01-20,2020,4,SENTINEL,1259.0,435.0,143.0,578.0,681.0
MEX,Mexico,2020-01-27,2020,5,NONSENTINEL,0.0,,,,0.0
MEX,Mexico,2020-01-27,2020,5,SENTINEL,1072.0,331.0,147.0,478.0,594.0
MEX,Mexico,2020-02-03,2020,6,NONSENTINEL,0.0,,,,0.0
MEX,Mexico,2020-02-03,2020,6,SENTINEL,1076.0,297.0,149.0,446.0,630.0
MEX,Mexico,2020-02-10,2020,7,NONSENTINEL,0.0,,,,0.0
MEX,Mexico,2020-02-10,2020,7,SENTINEL,1108.0,311.0,182.0,493.0,615.0
MEX,Mexico,2020-02-17,2020,8,NONSENTINEL,0.0,,,,0.0
MEX,Mexico,2020-02-17,2020,8,SENTINEL,971.0,214.0,172.0,386.0,585.0
MEX,Mexico,2020-02-24,2020,9,NONSENTINEL,0.0,,,,0.0
MEX,Mexico,2020-02-24,2020,9,SENTINEL,1052.0,189.0,207.0,396.0,656.0
MEX,Mexico,2020-03-02,2020,10,NONSENTINEL,0.0,,,,0.0
MEX,Mexico,2020-03-02,2020,10,SENTINEL,1020.0,125.0,178.0,303.0,717.0
MEX,Mexico,2020-03-09,2020,11,NONSENTINEL,0.0,,,,0.0
MEX,Mexico,2020-03-09,2020,11,SENTINEL,1399.0,105.0,171.0,276.0,1123.0
MEX,Mexico,2020-03-16,2020,12,NONSENTINEL,0.0,,,,0.0
MEX,Mexico,2020-03-16,2020,12,SENTINEL,2321.0,48.0,111.0,159.0,2162.0
MEX,Mexico,2020-03-23,2020,13,NONSENTINEL,0.0,,,,0.0
MEX,Mexico,2020-03-23,2020,13,SENTINEL,3159.0,16.0,56.0,72.0,3087.0
MEX,Mexico,2020-03-30,2020,14,NONSENTINEL,0.0,,,,0.0
MEX,Mexico,2020-03-30,2020,14,SENTINEL,3574.0,8.0,42.0,50.0,3524.0
MEX,Mexico,2020-04-06,2020,15,NONSENTINEL,0.0,,,,0.0
MEX,Mexico,2020-04-06,2020,15,SENTINEL,494.0,2.0,14.0,16.0,478.0
MEX,Mexico,2020-04-13,2020,16,NONSENTINEL,0.0,,,,0.0
MEX,Mexico,2020-04-13,2020,16,SENTINEL,497.0,1.0,1.0,2.0,495.0
MEX,Mexico,2020-04-20,2020,17,NONSENTINEL,0.0,,,,0.0
MEX,Mexico,2020-04-20,2020,17,SENTINEL,507.0,2.0,5.0,7.0,500.0
MEX,Mexico,2020-04-27,2020,18,NONSENTINEL,0.0,,,,0.0
MEX,Mexico,2020-04-27,2020,18,SENTINEL,594.0,6.0,1.0,7.0,587.0
MEX,Mexico,2020-05-04,2020,19,NONSENTINEL,0.0,,,,0.0
MEX,Mexico,2020-05-04,2020,19,SENTINEL,695.0,13.0,1.0,14.0,681.0
MEX,Mexico,2020-05-11,2020,20,NONSENTINEL,0.0,,,,0.0
MEX,Mexico,2020-05-11,2020,20,SENTINEL,870.0,7.0,2.0,9.0,861.0
MEX,Mexico,2020-05-18,2020,21,NONSENTINEL,0.0,,,,0.0
MEX,Mexico,2020-05-18,2020,21,SENTINEL,970.0,0.0,0.0,,970.0
MEX,Mexico,2020-05-25,2020,22,NONSENTINEL,0.0,,,,0.0
MEX,Mexico,2020-05-25,2020,22,SENTINEL,1103.0,0.0,0.0,,1103.0
MEX,Mexico,2020-06-01,2020,23,NONSENTINEL,0.0,,,,0.0
MEX,Mexico,2020-06-01,2020,23,SENTINEL,1177.0,1.0,0.0,1.0,1176.0
MEX,Mexico,2020-06-08,2020,24,NONSENTINEL,0.0,,,,0.0
MEX,Mexico,2020-06-08,2020,24,SENTINEL,1163.0,0.0,0.0,,1163.0
MEX,Mexico,2020-06-15,2020,25,NONSENTINEL,0.0,,,,0.0
MEX,Mexico,2020-06-15,2020,25,SENTINEL,1220.0,0.0,0.0,,1220.0
MEX,Mexico,2020-06-22,2020,26,NONSENTINEL,0.0,,,,0.0
MEX,Mexico,2020-06-22,2020,26,SENTINEL,1177.0,1.0,0.0,1.0,1176.0
MEX,Mexico,2020-06-29,2020,27,NONSENTINEL,0.0,,,,0.0
MEX,Mexico,2020-06-29,2020,27,SENTINEL,1418.0,1.0,0.0,1.0,1417.0
MEX,Mexico,2020-07-06,2020,28,NONSENTINEL,0.0,,,,0.0
